Title,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Duration,Level
product design,,,,,,product design sprint product prototyping solution sketching product storyboarding product design principle iterative product design high fidelity prototype crazy 8 user research planning user interview might method affinity mapping technical feasibility evaluation product validation product success metric product management basic product kpis project evaluation decision matrix method,,1 month complete,
zero trust security,,,,,,zero trust pillar zero trust security model zero trust deployment strategy zero trust maturity model zero trust algorithm cybersecurity risk management perimeter security,,estimated 1 month complete,
supervised machine learning,,,,,,naive bayes classifier support vector machine perceptron model evaluation hyperparameter tuning decision tree statistical modeling fundamental logistic regression linear regression scikit-learn convolutional kernel spam detection quantitative data visualization chart type categorical data visualization,,1 month complete,
sql data analysis,,,,,,sql join sql aggregation sql window function sql subqueries sql query,,1 month,
introduction data analysis,,,,,,panda numpy jupyter notebook anaconda data analysis process quantitative data analysis,,1 month complete,
data wrangling,,,,,,data preparation data ingestion data cleaning data wrangling panda,,1 month complete,
product strategy,,,,,,product proposal product management basic problem validation product validation product requirement document product kpis stakeholder management storytelling mixed method market research competitive analysis total addressable market return investment requirement gathering minimal viable product user persona,,1 month complete,
data engineering data scientist,,,,,,tokenization tf-idf sentiment analysis part speech tagging lemmatization entity recognition bag word machine learning pipeline creation machine learning pipeline fundamental scikit-learn hyperparameter tuning feature engineering feature extraction data cleaning etl data preparation data ingestion data normalization data pre-processing sqlite,,1 month complete,
introduction data science,,,,,,predictive analytics exploratory data analysis data storytelling crisp-dm blog post github portfolio ai algorithm python statistical modeling fundamental,,1 month complete,
introduction sql,,,,,,sql subqueries sql join sql window function sql query sql aggregation sql query performance tuning data cleaning,,1 month complete,
experimental design recommendation,,,,,,smart experiment interpreting test result experiment control experiment metric experiment design bias detection recommendation engine fluency recommendation engine recommendation engine business context ai algorithm python latent variable matrix factorization,,1 month complete,
introduction data analytics business,,,,,,basic spreadsheet use spreadsheet function forecast modeling spreadsheet pivot table quantitative data visualization chart type categorical data visualization business kpis sale metric marketing metric growth metric finance metric basic descriptive statistic inferential statistic,,1 month complete,
data visualization python,,,,,,exploratory data analysis data limitation bias data visualization design data storytelling quantitative data visualization data fluency jupyter notebook latent variable,,1 month complete,
become business intelligence analyst,,,,,,basic understanding read different type chart example pie chart line chart column chart basic skill exploring communicating data investigating communicating raw data understand column data meaning basic knowledge microsoft excel including use basic function sum average,,estimated 3 month complete,
learn multi-cloud computing,,,,,,cloud solution evaluation cloud governance strategy cloud cost evaluation cloud product strategy cloud operational efficiency cloud architecture proficiency terraform,,estimated 1 month complete,
ethical ai,,,,,,ai fairness ethical ai ai governance ai transparency explainable ai model bias analysis model bias mitigation,,estimated 1 month complete,
business ethic exploring big data tax avoidance,,,,,,,,2 week,
managing big data r hadoop,,,,,,,,5 week,
introduction predictive modelling,,,,,,,,2 week,
computer science essential data structure,,,,,,,,3 week,
introduction big data analytics hadoop,,,,,,,,3 week,
introduction digital transformation understand manage digital transformation workplace,,,,,,,,6 week,
learn current digital workplace trend,,,,,,,,2 week,
crm fundamental practice salesforce automation best practice,,,,,,,,4 week,
financial analysis business decision introduction data analysis tool capital project,,,,,,,,4 week,
data visualisation data dashboard storytelling tableau,,,,,,,,4 week,
understanding gdpr,,,,,,,,4 week,
marketing analytics,,,,,,,,5 week,
data analytics python fundamental,,,,,,,,4 week,
data wrangling ingestion using python,,,,,,,,4 week,
python package numpy panda dataframe,,,,,,,,4 week,
big data analytics opportunity challenge future,,,,,,,,2 week,
data visualisation python bokeh advanced layout,,,,,,,,4 week,
data visualisation python matplotlib visual analysis,,,,,,,,4 week,
data visualisation python seaborn scatter plot,,,,,,,,4 week,
essential mathematics data science machine learning using r,,,,,,,,4 week,
applied artificial intelligence natural language processing,,,,,,,,3 week,
applied artificial intelligence speech recognition system,,,,,,,,3 week,
microsoft future ready ethic law data analytics,,,,,,,,3 week,
microsoft future ready principle machine learning python programming,,,,,,,,5 week,
microsoft future ready using python programming explore principle machine learning,,,,,,,,5 week,
ai machine learning algorithm using python,,,,,,,,5 week,
data visualisation fundamental absolute beginner,,,,,,,,2 week,
deep learning azure python introduction deep learning,,,,,,,,4 week,
deep learning azure python introduction machine learning,,,,,,,,5 week,
deep learning azure python reinforcement learning,,,,,,,,6 week,
deep learning azure python basic python programming,,,,,,,,3 week,
essential mathematics data analysis microsoft excel,,,,,,,,3 week,
financial analysis business decision use tableau financial modelling,,,,,,,,4 week,
financial analysis business performance data-driven decision making,,,,,,,,4 week,
financial analysis business performance planning budgeting forecasting,,,,,,,,4 week,
financial analysis business performance reporting stakeholder management,,,,,,,,4 week,
use microsoft excel data analysis,,,,,,,,2 week,
introduction artificial intelligence machine learning,,,,,,,,3 week,
introduction data analysis using excel absolute beginner,,,,,,,,3 week,
mastering cloud computing ai use microsoft azure,,,,,,,,2 week,
microsoft future ready ethic law data analytics,,,,,,,,3 week,
collecting using data disease control global health decision-making,,,,,,,,3 week,
business ethic exploring big data tax avoidance,,,,,,,,2 week,
introduction research ethic working people,,,,,,,,2 week,
social influence diversity conformity conflict,,,,,,,,4 week,
develop cultural awareness,,,,,,,,4 week,
equality diversity inclusion understanding bias allyship edi,,,,,,,,4 week,
edi foundation equality diversity inclusion,,,,,,,,4 week,
equality diversity inclusion identity belonging concept edi,,,,,,,,4 week,
external conduct standard charity,,,,,,,,2 week,
governance standard part introduction governance standard 1-3,,,,,,,,2 week,
international leadership ethical leadership decision-making,,,,,,,,2 week,
international leadership politics philosophy leadership,,,,,,,,2 week,
cultivating diversity research insight,,,,,,,,2 week,
cultural appropriation v cultural appreciation,,,,,,,,3 week,
research ethic vulnerability ethical research adult impaired decision-making capacity,,,,,,,,2 week,
introduction business law,,,,,,,,4 week,
ethic professionalism ethic computing,,,,,,,,3 week,
inclusive management leadership skill,,,,,,,,4 week,
ethical practice guide innovation,,,,,,,,4 week,
business conflict zone,,,,,,,,3 week,
good conflict zone,,,,,,,,3 week,
measure reduce offset company ’ carbon footprint,,,,,,,,6 week,
social impact business build brand matter,,,,,,,,2 week,
responsible marketing fundamental corporate social responsibility,,,,,,,,4 week,
ethical city shaping future city,,,,,,,,5 week,
people studying people research ethic society,,,,,,,,3 week,
social change marketing help,,,,,,,,2 week,
introduction medical ethic impact disability screening,,,,,,,,4 week,
interpreting refugee context practice ethic,,,,,,,,3 week,
microsoft future ready ethic law data analytics,,,,,,,,3 week,
microsoft future ready ethic law data analytics,,,,,,,,3 week,
ethical management decision making,,,,,,,,3 week,
social enterprise business good,,,,,,,,3 week,
social enterprise turning idea action,,,,,,,,3 week,
construction ethic compliance,,,,,,,,5 week,
understanding modern business organisation,,,,,,,,6 week,
enterprise everybody ’ business,,,,,,,,3 week,
emergency planning preparedness introduction,,,,,,,,2 week,
freelance bible freelancer industry,,,,,,,,5 week,
start business business idea,,,,,,,,2 week,
build growth mindset career success advice female founder,,,,,,,,4 week,
career coaching woman supercharge career allbright,,,,,,,,4 week,
tackling climate change sustainable business model circular economy,,,,,,,,4 week,
fashion global supply chain,,,,,,,,4 week,
governance standard part introduction governance standard 1-3,,,,,,,,2 week,
introduction macro environmental analysis business strategy,,,,,,,,2 week,
business management leadership,,,,,,,,2 week,
business planning grow successful company,,,,,,,,4 week,
competitor analysis business level strategy organisational structure,,,,,,,,2 week,
internal analysis company value chain swot analysis,,,,,,,,2 week,
international marketing selection market entry strategy,,,,,,,,2 week,
strategic goal master corporate strategy,,,,,,,,2 week,
strategic planning target market business decision-making,,,,,,,,2 week,
launch food product,,,,,,,,5 week,
manage food costing catering restaurant industry,,,,,,,,2 week,
strategic business planning,,,,,,,,4 week,
personal trainer 's toolkit build health fitness business network,,,,,,,,2 week,
cultivating diversity research insight,,,,,,,,2 week,
history branding using history strengthen corporate identity,,,,,,,,3 week,
ux design fundamental creating business outcome,,,,,,,,4 week,
transforming organisation un sdgs,,,,,,,,4 week,
business agility foundation framework,,,,,,,,3 week,
business agility foundation agile culture,,,,,,,,3 week,
business agility foundation introduction,,,,,,,,3 week,
business agility foundation engaging others,,,,,,,,3 week,
fundamental business strategy,,,,,,,,4 week,
fundamental international business,,,,,,,,4 week,
behavioural economics employee customer behaviour,,,,,,,,3 week,
social psychology employee customer behaviour,,,,,,,,4 week,
strategic planning professional service firm time covid-19,,,,,,,,4 week,
leading strategic innovation lead purpose,,,,,,,,2 week,
build leading innovation strategy,,,,,,,,4 week,
efqm foundation online certificate,,,,,,,,5 week,
introduction business improvement lean six sigma kaizen problem solving,,,,,,,,3 week,
introduction organisational development,,,,,,,,3 week,
drive business improvement efqm model,,,,,,,,2 week,
beauty decoded strategy global beauty business,,,,,,,,3 week,
methodology service design,,,,,,,,4 week,
strategic brand management advertising week,,,,,,,,2 week,
introduction macro environmental analysis business strategy,,,,,,,,2 week,
competitor analysis business level strategy organisational structure,,,,,,,,2 week,
internal analysis company value chain swot analysis,,,,,,,,2 week,
strategic goal master corporate strategy,,,,,,,,2 week,
strategic planning target market business decision-making,,,,,,,,2 week,
social enterprise growing sustainable business,,,,,,,,3 week,
communication interpersonal skill work,,,,,,,,2 week,
learning online communicating collaborating,,,,,,,,2 week,
foundation writing,,,,,,,,2 week,
emergency planning preparedness introduction,,,,,,,,2 week,
science communication public engagement,,,,,,,,3 week,
beginner ’ guide giving receiving feedback,,,,,,,,4 week,
workforce planning research implementation basic,,,,,,,,2 week,
active listening effective communicator,,,,,,,,1 week,
digital copywriting fundamental,,,,,,,,3 week,
career coaching woman supercharge career allbright,,,,,,,,4 week,
sisterhood work build meaningful network,,,,,,,,4 week,
effective communication skill professional,,,,,,,,4 week,
copywriting fundamental,,,,,,,,3 week,
critical strategic thinking practice,,,,,,,,4 week,
business management leadership,,,,,,,,2 week,
international marketing cultural factor,,,,,,,,2 week,
create professional online presence,,,,,,,,2 week,
presenting work impact presentation skill training,,,,,,,,2 week,
personal trainer 's toolkit build health fitness business network,,,,,,,,2 week,
financial analysis business performance reporting stakeholder management,,,,,,,,4 week,
groupthink understanding need diverse workplace,,,,,,,,5 week,
explore understand gaming industry,,,,,,,,3 week,
create everlasting experience gaming,,,,,,,,3 week,
effective communication skill engineer,,,,,,,,3 week,
behavioural economics employee customer behaviour,,,,,,,,3 week,
cognitive psychology employee customer behaviour,,,,,,,,3 week,
brand strategy communication,,,,,,,,3 week,
creating strategy influencer marketing,,,,,,,,3 week,
effective questioning call handler,,,,,,,,3 week,
introduction organisational development,,,,,,,,3 week,
communicating diverse audience,,,,,,,,4 week,
business etiquette master communication soft skill,,,,,,,,2 week,
presenting work impact presentation skill training,,,,,,,,2 week,
intercultural communication dynamic cultural identity global interaction,,,,,,,,5 week,
business etiquette,,,,,,,,4 week,
project planning communication mastering gantt chart stakeholder management,,,,,,,,2 week,
influencing communication skill manager,,,,,,,,3 week,
introduction building information modelling,,,,,,,,2 week,
introduction financial management construction,,,,,,,,2 week,
designing building healthier material,,,,,,,,3 week,
mental health construction,,,,,,,,3 week,
sustainable construction development,,,,,,,,5 week,
construction ethic compliance,,,,,,,,5 week,
quality construction,,,,,,,,3 week,
user management salesforce,,,,,,,,4 week,
crm fundamental practice introduction salesforce,,,,,,,,4 week,
crm fundamental practice salesforce automation best practice,,,,,,,,4 week,
crm fundamental practice salesforce report object data management,,,,,,,,4 week,
dynamic 365 customer engagement sale,,,,,,,,3 week,
customer experience design customer success cx impact strategic insight,,,,,,,,4 week,
customer experience design customer success designing great customer experience,,,,,,,,4 week,
customer experience design customer success ensuring customer success,,,,,,,,4 week,
crm fundamental practice introduction salesforce,,,,,,,,4 week,
crm fundamental practice salesforce report object data management,,,,,,,,4 week,
business analytics using forecasting,,,,,,,,6 week,
start business creativity innovation research,,,,,,,,2 week,
research matter,,,,,,,,2 week,
beginner ’ guide data analytics,,,,,,,,3 week,
introduction business intelligence data analytics,,,,,,,,1 week,
climate intelligence using climate data improve business decision-making,,,,,,,,2 week,
introduction big data analytics hadoop,,,,,,,,3 week,
introduction data analytics investment,,,,,,,,4 week,
evidence data collection problem solving,,,,,,,,2 week,
global shock manage change global business environment,,,,,,,,2 week,
introduction digital transformation understand manage digital transformation workplace,,,,,,,,6 week,
introduction menu engineering,,,,,,,,2 week,
financial analysis business performance data-driven decision making,,,,,,,,4 week,
data visualisation data dashboard storytelling tableau,,,,,,,,4 week,
understanding research method business,,,,,,,,4 week,
microsoft power bi advanced data analysis visualisation,,,,,,,,4 week,
statistic data analysis excel,,,,,,,,5 week,
successful data analysis modern industry,,,,,,,,2 week,
microsoft excel advanced data analysis visualisation,,,,,,,,3 week,
introduction data science business,,,,,,,,4 week,
introduction data analytics python,,,,,,,,4 week,
marketing analytics,,,,,,,,5 week,
data analytics python fundamental,,,,,,,,4 week,
data wrangling ingestion using python,,,,,,,,4 week,
python package numpy panda dataframe,,,,,,,,4 week,
human face user research user research online offline,,,,,,,,2 week,
data analysis fundamental statistic,,,,,,,,4 week,
excel data analysis,,,,,,,,4 week,
sql data analysis,,,,,,,,4 week,
evidence data collection problem solving,,,,,,,,2 week,
big data analytics opportunity challenge future,,,,,,,,2 week,
fashion management defining market business model trend,,,,,,,,3 week,
power data health social care,,,,,,,,3 week,
introduction process mining prom,,,,,,,,4 week,
data visualisation fundamental absolute beginner,,,,,,,,2 week,
essential mathematics data analysis microsoft excel,,,,,,,,3 week,
use microsoft excel data analysis,,,,,,,,2 week,
introduction data analysis using excel absolute beginner,,,,,,,,3 week,
microsoft future ready ethic law data analytics,,,,,,,,3 week,
making sense data medium,,,,,,,,3 week,
understanding data tourism industry,,,,,,,,5 week,
introduction big data analytics hadoop,,,,,,,,3 week,
data visualisation data dashboard storytelling tableau,,,,,,,,4 week,
microsoft power bi advanced data analysis visualisation,,,,,,,,4 week,
microsoft excel advanced data analysis visualisation,,,,,,,,3 week,
data visualisation creating chart complex visualisation tableau,,,,,,,,4 week,
data visualisation data dashboard storytelling tableau,,,,,,,,4 week,
data visualisation data visualisation tableau fundamental,,,,,,,,4 week,
introduction process mining prom,,,,,,,,4 week,
data visualisation python bokeh advanced layout,,,,,,,,4 week,
data visualisation python matplotlib visual analysis,,,,,,,,4 week,
data visualisation python seaborn scatter plot,,,,,,,,4 week,
edward jenner 0 introduction personal development,,,,,,,,2 week,
build growth mindset career success advice female founder,,,,,,,,4 week,
energy transition sustainable economy,,,,,,,,5 week,
sisterhood work build meaningful network,,,,,,,,4 week,
using creative problem solving,,,,,,,,4 week,
tackling climate change sustainable business model circular economy,,,,,,,,4 week,
develop critical thinking skill,,,,,,,,1 week,
climate intelligence using climate data improve business decision-making,,,,,,,,2 week,
critical strategic thinking practice,,,,,,,,4 week,
introduction big data analytics hadoop,,,,,,,,3 week,
competitor analysis business level strategy organisational structure,,,,,,,,2 week,
international leadership ethical leadership decision-making,,,,,,,,2 week,
international leadership politics philosophy leadership,,,,,,,,2 week,
international leadership reflective practice leadership,,,,,,,,2 week,
international marketing selection market entry strategy,,,,,,,,2 week,
strategic goal master corporate strategy,,,,,,,,2 week,
beginner ’ guide critical creative thinking,,,,,,,,3 week,
decision making choose right problem solve,,,,,,,,3 week,
evidence data collection problem solving,,,,,,,,2 week,
emotional intelligence critical thinking problem solving,,,,,,,,4 week,
financial analysis business decision use tableau financial modelling,,,,,,,,4 week,
financial analysis business decision introduction data analysis tool capital project,,,,,,,,4 week,
financial analysis business performance data-driven decision making,,,,,,,,4 week,
groupthink understanding need diverse workplace,,,,,,,,5 week,
introduction home ownership mortgage,,,,,,,,4 week,
career planning essential unlock future,,,,,,,,3 week,
efqm foundation online certificate,,,,,,,,5 week,
introduction business improvement lean six sigma kaizen problem solving,,,,,,,,3 week,
decision making choose right problem solve,,,,,,,,3 week,
get creative people solve problem,,,,,,,,2 week,
creative problem solving design thinking health social care,,,,,,,,2 week,
international leadership ethical leadership decision-making,,,,,,,,2 week,
financial analysis business decision use tableau financial modelling,,,,,,,,4 week,
ethical management decision making,,,,,,,,3 week,
collecting using data disease control global health decision-making,,,,,,,,3 week,
get started digital marketing,,,,,,,,2 week,
digital skill digital marketing,,,,,,,,2 week,
digital skill social medium,,,,,,,,2 week,
digital copywriting fundamental,,,,,,,,3 week,
creative marketing behaviour change sustainability social good,,,,,,,,5 week,
copywriting fundamental,,,,,,,,3 week,
international marketing cultural factor,,,,,,,,2 week,
international marketing definition strategy,,,,,,,,2 week,
international marketing selection market entry strategy,,,,,,,,2 week,
creating engaging content social medium,,,,,,,,1 week,
digital marketing analytics measurement advanced web analytics,,,,,,,,2 week,
digital marketing analytics measurement goal attribution modelling,,,,,,,,2 week,
digital marketing analytics measurement reporting dashboard,,,,,,,,2 week,
digital marketing analytics measurement web analytics planning tactic,,,,,,,,2 week,
digital marketing analytics measurement web analytics perspective,,,,,,,,2 week,
crm fundamental practice introduction salesforce,,,,,,,,4 week,
crm fundamental practice salesforce automation best practice,,,,,,,,4 week,
crm fundamental practice salesforce report object data management,,,,,,,,4 week,
introduction marketing understanding customer,,,,,,,,2 week,
online display advertising format creative,,,,,,,,2 week,
online display advertising measuring performance,,,,,,,,2 week,
online display advertising targeting option,,,,,,,,2 week,
online display advertising user journey,,,,,,,,2 week,
explore understand gaming industry,,,,,,,,3 week,
create everlasting experience gaming,,,,,,,,3 week,
digital marketing perspective,,,,,,,,2 week,
digital marketing content marketing,,,,,,,,2 week,
digital marketing marketing channel objective,,,,,,,,2 week,
digital marketing persona user journey,,,,,,,,2 week,
brand strategy communication,,,,,,,,3 week,
creating strategy influencer marketing,,,,,,,,3 week,
strategic design social medium,,,,,,,,3 week,
brand identity branding work building personal brand,,,,,,,,3 week,
brand personality tell story authenticity relevance,,,,,,,,3 week,
brand purpose marketing building meaningful connection,,,,,,,,3 week,
facebook marketing organic reach paid advertising,,,,,,,,2 week,
instagram marketing instagram essential content creation,,,,,,,,2 week,
linkedin marketing linkedin essential content creation,,,,,,,,2 week,
social medium marketing strategy objective setting strategic planning essential,,,,,,,,2 week,
fundamental digital marketing,,,,,,,,4 week,
digital marketing storytelling new communication landscape,,,,,,,,2 week,
master digital marketing introduction marketing,,,,,,,,3 week,
master digital marketing marketing fundamental,,,,,,,,3 week,
master digital marketing marketing strategy,,,,,,,,3 week,
master digital marketing marketing mix,,,,,,,,3 week,
create social medium marketing campaign,,,,,,,,2 week,
create great online content,,,,,,,,2 week,
social medium marketing advertising week,,,,,,,,2 week,
digital marketing hotelier,,,,,,,,4 week,
content marketing strategy advertising week,,,,,,,,2 week,
getting started digital marketing,,,,,,,,3 week,
crm fundamental practice introduction salesforce,,,,,,,,4 week,
crm fundamental practice salesforce report object data management,,,,,,,,4 week,
develop social medium content strategy,,,,,,,,3 week,
running social medium campaign customer influencer engagement analytics,,,,,,,,3 week,
understanding social medium strategy,,,,,,,,4 week,
starting business 1 vision opportunity,,,,,,,,2 week,
starting business 2 people network,,,,,,,,2 week,
starting business 3 customer competitor,,,,,,,,2 week,
starting business 4 business process,,,,,,,,2 week,
starting business 5 managing finance,,,,,,,,2 week,
starting business 6 funding business,,,,,,,,2 week,
uncovering entrepreneurial potential,,,,,,,,2 week,
entrepreneurship nonprofit,,,,,,,,5 week,
freelance bible freelancer industry,,,,,,,,5 week,
start business creativity innovation research,,,,,,,,2 week,
start business financial viability new venture,,,,,,,,2 week,
start business marketing new business,,,,,,,,2 week,
start business business idea,,,,,,,,2 week,
build growth mindset career success advice female founder,,,,,,,,4 week,
transitioning friend leader,,,,,,,,4 week,
creativity innovation role becoming entrepreneur,,,,,,,,2 week,
culturepreneurship start creative business,,,,,,,,4 week,
green innovation business ethic future entrepreneurship,,,,,,,,2 week,
implementing business idea risk identification swot analysis,,,,,,,,2 week,
success failure entrepreneurship discover key business success,,,,,,,,2 week,
launch food product,,,,,,,,5 week,
personal trainer 's toolkit build health fitness business network,,,,,,,,2 week,
teaching entrepreneurial thinking,,,,,,,,2 week,
entrepreneurship innovation creative management business success,,,,,,,,4 week,
competitive advantage using information build business success,,,,,,,,2 week,
entrepreneurship business idea action,,,,,,,,4 week,
demystifying business model new entrepreneur,,,,,,,,2 week,
fashion management innovation entrepreneurship sustainability,,,,,,,,2 week,
technology entrepreneurship start new venture,,,,,,,,3 week,
teach like entrepreneur bringing entrepreneurship classroom,,,,,,,,4 week,
build growth mindset career success advice female founder,,,,,,,,4 week,
build startup scratch venture design process,,,,,,,,6 week,
upcycling green idea starting business,,,,,,,,3 week,
raising fund startup,,,,,,,,4 week,
microsoft excel advanced data analysis visualisation,,,,,,,,3 week,
design create custom dashboard excel,,,,,,,,6 week,
use pivot table analyse data excel,,,,,,,,2 week,
introduction excel chart data visualisation,,,,,,,,4 week,
excel data analysis,,,,,,,,4 week,
analysing data excel,,,,,,,,3 week,
excel skill make impression,,,,,,,,4 week,
essential mathematics data analysis microsoft excel,,,,,,,,3 week,
use microsoft excel data analysis,,,,,,,,2 week,
introduction data analysis using excel absolute beginner,,,,,,,,3 week,
beginner ’ guide basic cooking skill,,,,,,,,5 week,
food safety personal hygiene professional kitchen,,,,,,,,2 week,
launch food product,,,,,,,,5 week,
manage food costing catering restaurant industry,,,,,,,,2 week,
introduction emerging technology professional kitchen,,,,,,,,2 week,
introduction menu engineering,,,,,,,,2 week,
introduction sustainable practice food service,,,,,,,,2 week,
mastering culinary art plating,,,,,,,,2 week,
professional knife skill,,,,,,,,2 week,
true story jamaican jerk cooking caribbean culture,,,,,,,,3 week,
healthy cooking made easy bbc good food,,,,,,,,5 week,
learn bake afternoon tea bbc good food,,,,,,,,5 week,
learn bake pie tart bbc good food,,,,,,,,5 week,
learn bake showstopper cake bbc good food,,,,,,,,5 week,
learn bake sourdough bbc good food,,,,,,,,5 week,
story wine importance prosecco,,,,,,,,4 week,
learn bake bbc good food,,,,,,,,5 week,
introduction content design,,,,,,,,4 week,
healthcare selection recruitment design deliver effective multiple mini interview mmis,,,,,,,,3 week,
digital skill user experience,,,,,,,,3 week,
medtech trend product design,,,,,,,,2 week,
beginner ’ guide fashion design,,,,,,,,3 week,
fashion climate crisis introduction sustainability,,,,,,,,2 week,
teaching digital literacy videogames education,,,,,,,,4 week,
preparing practice-based phd fine art design film,,,,,,,,6 week,
video game design development video game character design,,,,,,,,2 week,
get creative people solve problem,,,,,,,,2 week,
introduction freehand drawing architecture interior design,,,,,,,,3 week,
design thinking sustainable development,,,,,,,,4 week,
launch food product,,,,,,,,5 week,
introduction 3d animation using blender,,,,,,,,10 week,
introduction menu engineering,,,,,,,,2 week,
design thinking toolbox,,,,,,,,3 week,
beginner ’ guide interior design principle element,,,,,,,,4 week,
role sustainable fashion sustainable practice across fashion ecosystem,,,,,,,,3 week,
ux design fundamental business value user experience ux design,,,,,,,,4 week,
ux design fundamental delivering value user,,,,,,,,4 week,
ux design strategy application customer journey mapping,,,,,,,,4 week,
ux design strategy application strategy innovation future work,,,,,,,,4 week,
understanding fashion business culture,,,,,,,,4 week,
design board game socio-political change,,,,,,,,3 week,
creating audio description equality diversity inclusion,,,,,,,,4 week,
brand strategy communication,,,,,,,,3 week,
creating strategy influencer marketing,,,,,,,,3 week,
placemaking public space design unlocking place potential,,,,,,,,2 week,
strategic design social medium,,,,,,,,3 week,
designing diverse inclusive future,,,,,,,,2 week,
ethical practice guide innovation,,,,,,,,4 week,
placemaking public space design unlocking design potential,,,,,,,,3 week,
designing future one feel socially isolated,,,,,,,,2 week,
social medium marketing strategy objective setting strategic planning essential,,,,,,,,2 week,
placemaking public space design unlocking tourist destination,,,,,,,,3 week,
introduction ux design,,,,,,,,4 week,
introduction production design film screen,,,,,,,,3 week,
ux design fundamental business value user experience ux design,,,,,,,,4 week,
ux design fundamental creating business outcome,,,,,,,,4 week,
ux design fundamental delivering value user,,,,,,,,4 week,
designing sustainable future,,,,,,,,2 week,
video game design development bit-by-bit history video game music video game sound music,,,,,,,,2 week,
designing future learning lifestyle,,,,,,,,2 week,
customer experience design customer success cx impact strategic insight,,,,,,,,4 week,
video game design development introduction game programming,,,,,,,,2 week,
introduction ux accessible design,,,,,,,,2 week,
invitation ex-noguchi room preservation utilization cultural property university,,,,,,,,2 week,
modern building design,,,,,,,,3 week,
getting started agile design thinking,,,,,,,,4 week,
build creative resilience,,,,,,,,3 week,
enhance creative empathy,,,,,,,,3 week,
improve creative collaboration,,,,,,,,3 week,
master digital marketing marketing fundamental,,,,,,,,3 week,
create social medium marketing campaign,,,,,,,,2 week,
creating great user experience mobile apps,,,,,,,,2 week,
get creative people solve problem,,,,,,,,2 week,
creative branding advertising week fernando machado,,,,,,,,2 week,
ux design strategy application customer journey mapping,,,,,,,,4 week,
ux design strategy application customer profiling design sprint,,,,,,,,4 week,
ux design strategy application strategy innovation future work,,,,,,,,4 week,
pop art,,,,,,,,4 week,
ww1 heroism art film,,,,,,,,2 week,
motion capture art studying human activity,,,,,,,,6 week,
culture digital age,,,,,,,,3 week,
make short film introduction filmmaking,,,,,,,,4 week,
creative marketing behaviour change sustainability social good,,,,,,,,5 week,
create video online course,,,,,,,,2 week,
teaching digital literacy videogames education,,,,,,,,4 week,
video game design development video game character design,,,,,,,,2 week,
introduction 3d animation using blender,,,,,,,,10 week,
online display advertising format creative,,,,,,,,2 week,
online display advertising measuring performance,,,,,,,,2 week,
online display advertising targeting option,,,,,,,,2 week,
online display advertising user journey,,,,,,,,2 week,
data literacy journalist,,,,,,,,6 week,
explore understand gaming industry,,,,,,,,3 week,
create everlasting experience gaming,,,,,,,,3 week,
understand gaming audience,,,,,,,,3 week,
ux design fundamental delivering value user,,,,,,,,4 week,
ux design strategy application strategy innovation future work,,,,,,,,4 week,
anthropology smartphones communication ageing health,,,,,,,,3 week,
low-budget video production visual communication small charity,,,,,,,,4 week,
filmmaking animation online classroom,,,,,,,,3 week,
light camera computer action digital technology transforming film tv gaming,,,,,,,,3 week,
creating strategy influencer marketing,,,,,,,,3 week,
strategic design social medium,,,,,,,,3 week,
facebook marketing organic reach paid advertising,,,,,,,,2 week,
instagram marketing instagram essential content creation,,,,,,,,2 week,
linkedin marketing linkedin essential content creation,,,,,,,,2 week,
social medium marketing strategy objective setting strategic planning essential,,,,,,,,2 week,
explore understand gaming industry,,,,,,,,3 week,
create everlasting experience gaming,,,,,,,,3 week,
understand gaming audience,,,,,,,,3 week,
introduction ux design,,,,,,,,4 week,
ux design fundamental business value user experience ux design,,,,,,,,4 week,
ux design fundamental delivering value user,,,,,,,,4 week,
video game design development bit-by-bit history video game music video game sound music,,,,,,,,2 week,
video game design development introduction game programming,,,,,,,,2 week,
film education user 's guide,,,,,,,,4 week,
short film language teaching,,,,,,,,3 week,
living picture craze introduction victorian film,,,,,,,,3 week,
introduction ux accessible design,,,,,,,,2 week,
getting started agile design thinking,,,,,,,,4 week,
master digital marketing introduction marketing,,,,,,,,3 week,
master digital marketing marketing strategy,,,,,,,,3 week,
master digital marketing marketing mix,,,,,,,,3 week,
create social medium marketing campaign,,,,,,,,2 week,
create great online content,,,,,,,,2 week,
construct virtual reality experience,,,,,,,,4 week,
introduction virtual augmented mixed reality,,,,,,,,2 week,
innovation fashion industry,,,,,,,,2 week,
compassion fashion sustainability global fur trade,,,,,,,,4 week,
career fashion design development promotion,,,,,,,,3 week,
career fashion retail marketing merchandising management,,,,,,,,3 week,
career fashion styling curatorship ancillary business,,,,,,,,4 week,
career fashion trend forecasting textile design,,,,,,,,4 week,
introduction fashion brand marketing retailing,,,,,,,,2 week,
introduction fashion marketing research,,,,,,,,2 week,
product design manufacturing process fashion industry,,,,,,,,3 week,
beginner ’ guide fashion design,,,,,,,,3 week,
business law fashion industry,,,,,,,,2 week,
business workplace ethic fashion industry,,,,,,,,4 week,
consumer ethical consideration fashion industry,,,,,,,,3 week,
fashion climate crisis introduction sustainability,,,,,,,,2 week,
fashion global supply chain,,,,,,,,4 week,
introduction career fashion design,,,,,,,,3 week,
manufacture design ethic fashion industry,,,,,,,,4 week,
